Date,MSCI-Open,MSCI-High,MSCI-Low,MSCI-Close,MSCI-Adj Close,MSCI-Volume
2022-03-01,124.2699966430664,124.6500015258789,121.83000183105469,122.55999755859375,117.5343017578125,302800
2022-03-02,123.2699966430664,124.87000274658203,122.86000061035156,124.58000183105469,119.47147369384766,266000
2022-03-03,124.9800033569336,124.9800033569336,122.80999755859375,123.23999786376953,118.18640899658203,160100
2022-03-04,121.58000183105469,121.76000213623047,120.41000366210938,121.58999633789062,116.60407257080078,144200
2022-03-07,121.0,121.26000213623047,117.87000274658203,117.94999694824219,113.11334228515625,913300
2022-03-08,118.18000030517578,120.25,116.97000122070312,117.55000305175781,112.72975158691406,184400
2022-03-09,120.56999969482422,121.63999938964844,119.77999877929688,121.16999816894531,116.20130157470703,230800
2022-03-10,119.80000305175781,120.75,119.19999694824219,120.43000030517578,115.49164581298828,476400
2022-03-11,121.33000183105469,121.37999725341797,118.87000274658203,118.9000015258789,114.02438354492188,217900
2022-03-14,119.48999786376953,120.47000122070312,118.12000274658203,118.43000030517578,113.57365417480469,215100
2022-03-15,119.33999633789062,120.81999969482422,118.75,120.66999816894531,115.72180938720703,282200
2022-03-16,122.29000091552734,123.9800033569336,120.94999694824219,123.83000183105469,118.75222778320312,193400
2022-03-17,123.52999877929688,125.4000015258789,123.30000305175781,125.12999725341797,119.99891662597656,173000
2022-03-18,124.73999786376953,126.95999908447266,124.61000061035156,126.73999786376953,121.54289245605469,274900
2022-03-21,126.73999786376953,127.23999786376953,125.66000366210938,126.61000061035156,121.41822814941406,223700
2022-03-22,127.20999908447266,128.27999877929688,126.91000366210938,128.0800018310547,122.82794952392578,171500
2022-03-23,127.16999816894531,127.61000061035156,126.43000030517578,126.48999786376953,121.30314636230469,136900
2022-03-24,127.08999633789062,128.05999755859375,126.70999908447266,128.0500030517578,122.79917907714844,107600
2022-03-25,128.25999450683594,128.5500030517578,127.38999938964844,128.44000244140625,123.17318725585938,178000
2022-03-28,128.1300048828125,129.0399932861328,127.5199966430664,129.00999450683594,123.71980285644531,624200
2022-03-29,130.6199951171875,131.08999633789062,129.89999389648438,131.00999450683594,125.63780212402344,262300
2022-03-30,130.72000122070312,130.8800048828125,129.6999969482422,130.17999267578125,124.8418197631836,191000
2022-03-31,129.82000732421875,130.07000732421875,128.0500030517578,128.16000366210938,122.90467071533203,247400
2022-04-01,128.75,128.82000732421875,127.77999877929688,128.80999755859375,123.52802276611328,177300
2022-04-04,128.82000732421875,129.8000030517578,128.6699981689453,129.72999572753906,124.41029357910156,240300
2022-04-05,129.25,129.80999755859375,127.75,128.00999450683594,122.76081085205078,48700
2022-04-06,126.94000244140625,127.29000091552734,125.80000305175781,126.61000061035156,121.41822814941406,242900
2022-04-07,126.5199966430664,127.55999755859375,125.72000122070312,127.16000366210938,121.94568634033203,99300
2022-04-08,126.8499984741211,127.55999755859375,126.33000183105469,126.79000091552734,121.59085083007812,133700
2022-04-11,125.93000030517578,126.08999633789062,124.70999908447266,124.88999938964844,119.76875305175781,196500
2022-04-12,125.61000061035156,126.20999908447266,123.95999908447266,124.31999969482422,119.22213745117188,109100
2022-04-13,124.19000244140625,125.94000244140625,124.19000244140625,125.88999938964844,120.72774505615234,195200
2022-04-14,125.95999908447266,126.25,124.52999877929688,124.61000061035156,119.50023651123047,235400
2022-04-18,124.08999633789062,124.9800033569336,123.83999633789062,124.19000244140625,119.09747314453125,228500
2022-04-19,124.13999938964844,126.05999755859375,124.13999938964844,125.73999786376953,120.58390045166016,210900
2022-04-20,126.55000305175781,126.69999694824219,125.75,125.91999816894531,120.75652313232422,656300
2022-04-21,127.0,127.47000122070312,123.9000015258789,124.04000091552734,118.95362091064453,224300
2022-04-22,123.91999816894531,123.91999816894531,120.8499984741211,120.9800033569336,116.01909637451172,188300
2022-04-25,120.11000061035156,121.41000366210938,118.95999908447266,121.2699966430664,116.29720306396484,200400
2022-04-26,120.62000274658203,120.62000274658203,118.0,118.01000213623047,113.17088317871094,617600
2022-04-27,118.37000274658203,119.62999725341797,117.69999694824219,118.44999694824219,113.59283447265625,359300
2022-04-28,119.62999725341797,121.44000244140625,118.41000366210938,121.0,116.03826904296875,257800
2022-04-29,120.38999938964844,121.0,117.22000122070312,117.41999816894531,112.6050796508789,288900
2022-05-02,117.12000274658203,118.19000244140625,115.52999877929688,117.83999633789062,113.00784301757812,242300
2022-05-03,118.18000030517578,119.06999969482422,117.87000274658203,118.47000122070312,113.61201477050781,260300
2022-05-04,118.66000366210938,121.87000274658203,117.56999969482422,121.52999877929688,116.54653930664062,219900
2022-05-05,120.27999877929688,120.27999877929688,116.01000213623047,117.0999984741211,112.2981948852539,684800
2022-05-06,116.36000061035156,117.2699966430664,114.91999816894531,116.33999633789062,111.5693588256836,435200
2022-05-09,114.44000244140625,114.6500015258789,112.12999725341797,112.56999969482422,107.9539566040039,302000
2022-05-10,114.20999908447266,114.58000183105469,111.83000183105469,112.83000183105469,108.20330047607422,197000
2022-05-11,112.79000091552734,114.33000183105469,111.19999694824219,111.33999633789062,106.7743911743164,338000
2022-05-12,110.5999984741211,112.2699966430664,109.6500015258789,111.30000305175781,106.73603820800781,286300
2022-05-13,112.76000213623047,114.52999877929688,112.55000305175781,114.16000366210938,109.478759765625,461700
2022-05-16,113.80999755859375,114.79000091552734,113.25,113.81999969482422,109.1526870727539,222600
2022-05-17,115.80000305175781,116.16999816894531,114.76000213623047,116.12999725341797,111.36797332763672,224300
2022-05-18,115.0,115.0,111.73999786376953,112.04000091552734,107.44568634033203,220300
2022-05-19,111.51000213623047,113.12000274658203,111.16000366210938,111.98999786376953,107.39774322509766,263700
2022-05-20,113.37999725341797,113.37999725341797,110.16000366210938,112.31999969482422,107.71420288085938,270600
2022-05-23,113.36000061035156,114.45999908447266,112.70999908447266,114.25,109.56507110595703,352600
2022-05-24,113.29000091552734,113.75,111.94999694824219,113.43000030517578,108.77869415283203,127700
2022-05-25,112.94999694824219,114.77999877929688,112.94999694824219,114.2699966430664,109.58423614501953,241600
2022-05-26,114.63999938964844,116.62000274658203,114.54000091552734,116.2699966430664,111.5022201538086,198900
2022-05-27,117.04000091552734,118.72000122070312,117.04000091552734,118.66999816894531,113.80382537841797,225800
2022-05-31,118.43000030517578,118.86000061035156,117.33999633789062,117.94000244140625,113.103759765625,371100
2022-06-01,118.5999984741211,118.80999755859375,116.31999969482422,117.01000213623047,112.21189880371094,390800
2022-06-02,117.3499984741211,119.41000366210938,116.76000213623047,119.37999725341797,114.48470306396484,154300
2022-06-03,118.08000183105469,118.22000122070312,117.18000030517578,117.41000366210938,112.59548950195312,229700
2022-06-06,118.7699966430664,119.02999877929688,117.55999755859375,117.83000183105469,112.99826049804688,161400
2022-06-07,116.80000305175781,118.8499984741211,116.69999694824219,118.80999755859375,113.93807220458984,158000
2022-06-08,118.16000366210938,118.58000183105469,117.27999877929688,117.44999694824219,112.63384246826172,267000
2022-06-09,115.93000030517578,116.3499984741211,113.7300033569336,113.7300033569336,110.00959777832031,130900
2022-06-10,111.87999725341797,111.87999725341797,110.41000366210938,110.5,106.88526153564453,201800
2022-06-13,107.72000122070312,108.06999969482422,105.88999938964844,106.25,102.77428436279297,477300
2022-06-14,106.83999633789062,107.0,104.86000061035156,105.72000122070312,102.26163482666016,301000
2022-06-15,106.83000183105469,108.56999969482422,105.63999938964844,107.47000122070312,103.95437622070312,247400
2022-06-16,105.2699966430664,105.2699966430664,103.70999908447266,104.25,100.83971405029297,242900
2022-06-17,104.41999816894531,105.05999755859375,103.44000244140625,104.33999633789062,100.92677307128906,168000
2022-06-21,106.08000183105469,106.97000122070312,105.94000244140625,106.51000213623047,103.02578735351562,374400
2022-06-22,105.30999755859375,107.19999694824219,105.30999755859375,106.16000366210938,102.68724060058594,343700
2022-06-23,106.63999938964844,106.91000366210938,105.58999633789062,106.81999969482422,103.32563781738281,177300
2022-06-24,107.87999725341797,110.05999755859375,107.87999725341797,110.05999755859375,106.45964813232422,292100
2022-06-27,110.5,110.5,109.41000366210938,109.79000091552734,106.198486328125,467100
2022-06-28,110.41999816894531,110.98999786376953,107.9000015258789,107.93000030517578,104.39933013916016,558100
2022-06-29,108.23999786376953,108.29000091552734,107.30999755859375,107.73999786376953,104.21553802490234,138100
2022-06-30,106.47000122070312,107.41000366210938,105.4800033569336,106.87999725341797,103.38367462158203,82200
2022-07-01,106.51000213623047,107.83000183105469,105.68000030517578,107.76000213623047,104.23489379882812,237200
2022-07-05,105.69000244140625,107.41999816894531,105.06999969482422,107.30000305175781,103.7899398803711,737000
2022-07-06,107.48999786376953,108.19000244140625,106.61000061035156,107.55999755859375,104.04142761230469,633800
2022-07-07,108.3499984741211,109.4800033569336,108.3499984741211,109.20999908447266,105.637451171875,485300
2022-07-08,108.7300033569336,109.69999694824219,108.33000183105469,109.25,105.6761474609375,368700
2022-07-11,108.36000061035156,108.45999908447266,107.58999633789062,107.66999816894531,104.14784240722656,227100
2022-07-12,107.54000091552734,108.13999938964844,106.69999694824219,107.12000274658203,103.61582946777344,284700
2022-07-13,105.69000244140625,107.33000183105469,105.56999969482422,106.7699966430664,103.27727508544922,216800
2022-07-14,105.04000091552734,106.05000305175781,104.16000366210938,105.98999786376953,102.52278900146484,126900
2022-07-15,107.19999694824219,107.80999755859375,106.5199966430664,107.79000091552734,104.26390838623047,236400
2022-07-18,108.83000183105469,109.22000122070312,107.12000274658203,107.44999694824219,103.93502807617188,179300
2022-07-19,108.87999725341797,110.4800033569336,108.66999816894531,110.37000274658203,106.75951385498047,112100
2022-07-20,110.36000061035156,111.12999725341797,109.98999786376953,110.66999816894531,107.04969787597656,231300
2022-07-21,110.55999755859375,111.86000061035156,110.05999755859375,111.86000061035156,108.20076751708984,169000
2022-07-22,112.0999984741211,112.29000091552734,110.37000274658203,110.94000244140625,107.31086730957031,152000
2022-07-25,111.26000213623047,111.4800033569336,110.77999877929688,111.31999969482422,107.67843627929688,384100
2022-07-26,110.7699966430664,110.7699966430664,109.72000122070312,109.83999633789062,106.2468490600586,83700
2022-07-27,110.83999633789062,113.0199966430664,110.73999786376953,112.66999816894531,108.98426818847656,252800
2022-07-28,112.94999694824219,114.05000305175781,111.94999694824219,113.91000366210938,110.1837158203125,421900
2022-07-29,114.2300033569336,115.72000122070312,114.06999969482422,115.56999969482422,111.7894058227539,241400
2022-08-01,115.0,115.9000015258789,114.83999633789062,115.37999725341797,111.6056137084961,188000
2022-08-02,114.79000091552734,115.6500015258789,114.19000244140625,114.37000274658203,110.628662109375,93400
2022-08-03,115.0,116.11000061035156,114.83999633789062,115.81999969482422,112.03121948242188,135600
2022-08-04,115.80999755859375,116.20999908447266,115.5199966430664,116.0,112.20533752441406,193700
2022-08-05,114.72000122070312,115.7699966430664,114.70999908447266,115.63999938964844,111.85711669921875,246100
2022-08-08,116.1500015258789,116.9000015258789,115.41999816894531,115.5999984741211,111.81842803955078,782700
2022-08-09,115.48999786376953,115.56999969482422,114.7699966430664,115.0199966430664,111.25740051269531,123300
2022-08-10,117.12999725341797,117.66000366210938,116.79000091552734,117.56999969482422,113.72398376464844,192900
2022-08-11,118.30000305175781,118.81999969482422,117.38999938964844,117.5999984741211,113.75299835205078,134100
2022-08-12,118.16999816894531,119.29000091552734,117.81999969482422,119.2300033569336,115.32968139648438,331500
2022-08-15,118.52999877929688,119.43000030517578,118.5,119.36000061035156,115.45542907714844,242300
2022-08-16,119.0,120.02999877929688,118.81999969482422,119.5999984741211,115.68756866455078,341100
2022-08-17,118.44000244140625,119.18000030517578,118.0,118.66000366210938,114.77832794189453,119600
2022-08-18,118.61000061035156,118.9000015258789,118.27999877929688,118.66999816894531,114.78799438476562,84000
2022-08-19,117.91999816894531,117.91999816894531,116.88999938964844,117.08000183105469,113.25001525878906,218600
2022-08-22,115.81999969482422,115.81999969482422,114.56999969482422,114.7300033569336,110.97689056396484,327400
2022-08-23,114.7300033569336,115.48999786376953,114.48999786376953,114.7300033569336,110.97689056396484,87700
2022-08-24,114.4800033569336,115.33000183105469,114.26000213623047,115.05000305175781,111.28641510009766,78600
2022-08-25,115.4800033569336,116.56999969482422,115.19999694824219,116.55000305175781,112.73735809326172,214900
2022-08-26,116.5199966430664,116.70999908447266,112.88999938964844,112.91000366210938,109.21642303466797,297500
2022-08-29,112.11000061035156,113.0,111.88999938964844,112.27999877929688,108.60702514648438,313600
2022-08-30,112.77999877929688,112.8499984741211,110.61000061035156,111.13999938964844,107.50431823730469,180700
2022-08-31,111.48999786376953,111.72000122070312,110.2300033569336,110.27999877929688,106.67245483398438,157900
2022-09-01,109.31999969482422,110.11000061035156,108.43000030517578,109.95999908447266,106.36292266845703,168400
2022-09-02,111.0,111.5,108.56999969482422,108.9800033569336,105.41498565673828,193800
2022-09-06,109.2699966430664,109.51000213623047,108.01000213623047,108.51000213623047,104.96035766601562,1053100
2022-09-07,108.13999938964844,110.33000183105469,108.13999938964844,110.18000030517578,106.57572937011719,113600
2022-09-08,109.4800033569336,110.94000244140625,109.12000274658203,110.75,107.1270751953125,180500
2022-09-09,111.88999938964844,113.06999969482422,111.88999938964844,112.9000015258789,109.20675659179688,292700
2022-09-12,113.76000213623047,114.45999908447266,113.68000030517578,114.20999908447266,110.47389221191406,250100
2022-09-13,111.86000061035156,112.05999755859375,109.33000183105469,109.54000091552734,105.95665740966797,96300
2022-09-14,109.95999908447266,110.37000274658203,109.13999938964844,109.97000122070312,106.37260437011719,507300
2022-09-15,109.44999694824219,110.2699966430664,108.54000091552734,108.8499984741211,105.28923797607422,527600
2022-09-16,107.72000122070312,108.08999633789062,107.12999725341797,108.01000213623047,104.47672271728516,86800
2022-09-19,106.9800033569336,108.63999938964844,106.93000030517578,108.63999938964844,105.08610534667969,197500
2022-09-20,107.54000091552734,107.77999877929688,106.63999938964844,107.30999755859375,103.79960632324219,225200
2022-09-21,107.72000122070312,108.38999938964844,105.5,105.58999633789062,102.13587951660156,103800
2022-09-22,105.41999816894531,105.69000244140625,104.5,104.70999908447266,101.28466796875,459700
2022-09-23,103.30000305175781,103.30000305175781,101.29000091552734,102.38999938964844,99.04056549072266,393100
2022-09-26,101.7699966430664,102.7699966430664,100.77999877929688,101.1500015258789,97.84113311767578,587600
2022-09-27,102.13999938964844,102.70999908447266,100.18000030517578,100.87999725341797,97.57994842529297,294700
2022-09-28,101.0,103.38999938964844,100.33999633789062,102.94999694824219,99.58222961425781,466800
2022-09-29,101.8499984741211,101.91999816894531,100.2699966430664,101.16999816894531,97.8604736328125,268100
2022-09-30,100.77999877929688,102.0,99.9000015258789,99.94999694824219,96.68037414550781,329600
2022-10-03,100.9800033569336,102.93000030517578,100.55000305175781,102.4000015258789,99.05023193359375,374200
2022-10-04,104.3499984741211,105.95999908447266,104.3499984741211,105.88999938964844,102.42605590820312,219400
2022-10-05,104.52999877929688,105.9800033569336,103.80999755859375,105.48999786376953,102.03914642333984,307300
2022-10-06,104.7699966430664,105.54000091552734,104.04000091552734,104.19000244140625,100.78167724609375,315400
2022-10-07,103.20999908447266,103.20999908447266,101.12000274658203,101.55000305175781,98.22803497314453,330200
2022-10-10,101.88999938964844,101.88999938964844,100.13999938964844,100.91000366210938,97.60897827148438,342900
2022-10-11,100.25,101.45999908447266,99.58000183105469,100.05000305175781,96.77710723876953,306900
2022-10-12,100.0,100.41999816894531,99.58000183105469,99.73999786376953,96.47724914550781,290300
2022-10-13,97.76000213623047,102.5199966430664,97.44000244140625,102.30999755859375,98.96317291259766,481800
2022-10-14,102.9000015258789,103.16000366210938,99.83000183105469,99.95999908447266,96.69004821777344,563300
2022-10-17,101.87999725341797,102.87999725341797,101.87999725341797,102.52999877929688,99.17597198486328,308900
2022-10-18,104.62999725341797,104.7300033569336,102.76000213623047,103.62999725341797,100.239990234375,293800
2022-10-19,103.0199966430664,103.58999633789062,101.98999786376953,102.75,99.38877868652344,262900
2022-10-20,102.66000366210938,103.95999908447266,101.86000061035156,102.08000183105469,98.74070739746094,394700
2022-10-21,101.80000305175781,104.4000015258789,101.41000366210938,104.27999877929688,100.86872863769531,226800
2022-10-24,104.58999633789062,105.4000015258789,103.80000305175781,105.06999969482422,101.63288879394531,465800
2022-10-25,105.37999725341797,107.18000030517578,105.37999725341797,107.05999755859375,103.55779266357422,356200
2022-10-26,106.44000244140625,108.16999816894531,106.44000244140625,106.80000305175781,103.30630493164062,248800
2022-10-27,107.0999984741211,107.6500015258789,106.16000366210938,106.25,102.77428436279297,487600
2022-10-28,106.23999786376953,108.37000274658203,106.20999908447266,108.27999877929688,104.73787689208984,603900
2022-10-31,107.44999694824219,107.93000030517578,107.18000030517578,107.41999816894531,103.906005859375,462900
2022-11-01,108.94000244140625,108.94000244140625,107.05000305175781,107.44000244140625,103.92536163330078,884300
2022-11-02,107.38999938964844,108.63999938964844,104.91999816894531,104.97000122070312,101.53616333007812,466200
2022-11-03,103.76000213623047,104.6500015258789,103.31999969482422,103.94000244140625,100.53985595703125,229000
2022-11-04,106.04000091552734,106.70999908447266,104.5,106.12000274658203,102.6485366821289,395900
2022-11-07,106.45999908447266,107.19999694824219,105.95999908447266,106.93000030517578,103.43204498291016,390500
2022-11-08,107.4000015258789,108.54000091552734,106.68000030517578,107.69999694824219,104.1768569946289,205100
2022-11-09,107.11000061035156,107.33999633789062,105.56999969482422,105.66000366210938,102.2035903930664,281600
2022-11-10,109.61000061035156,111.61000061035156,109.13999938964844,111.48999786376953,107.84286499023438,400400
2022-11-11,112.12999725341797,113.2699966430664,111.56999969482422,113.0199966430664,109.32281494140625,431400
2022-11-14,112.3499984741211,113.13999938964844,111.83000183105469,111.88999938964844,108.22978210449219,867700
2022-11-15,113.66000366210938,113.93000030517578,111.79000091552734,112.86000061035156,109.16805267333984,554600
2022-11-16,112.54000091552734,112.73999786376953,111.94000244140625,112.12999725341797,108.4619369506836,602600
2022-11-17,110.72000122070312,111.94999694824219,110.66999816894531,111.83999633789062,108.1814193725586,401600
2022-11-18,112.7300033569336,112.7300033569336,111.55999755859375,112.26000213623047,108.58768463134766,254100
2022-11-21,111.5999984741211,111.86000061035156,111.08999633789062,111.58999633789062,107.9395980834961,376300
2022-11-22,112.18000030517578,113.19999694824219,111.91999816894531,113.18000030517578,109.47758483886719,302300
2022-11-23,113.16999816894531,114.19000244140625,113.12999725341797,114.05000305175781,110.31912994384766,292000
2022-11-25,113.87000274658203,114.33000183105469,113.87000274658203,114.19999694824219,110.46422576904297,320500
2022-11-28,113.38999938964844,113.86000061035156,112.27999877929688,112.51000213623047,108.82951354980469,309800
2022-11-29,112.5999984741211,112.94999694824219,111.98999786376953,112.41000366210938,108.73278045654297,154900
2022-11-30,112.73999786376953,115.47000122070312,112.04000091552734,115.44000244140625,111.66365814208984,546300
2022-12-01,116.16999816894531,116.37999725341797,115.1500015258789,115.81999969482422,112.03121948242188,268300
2022-12-02,114.44000244140625,115.94000244140625,114.44000244140625,115.69000244140625,111.90548706054688,897300
2022-12-05,114.9800033569336,115.19999694824219,113.30999755859375,113.62999725341797,109.9128646850586,400800
2022-12-06,113.58999633789062,113.80000305175781,111.73999786376953,112.30999755859375,108.63603973388672,207300
2022-12-07,112.1500015258789,112.73999786376953,111.9000015258789,112.16999816894531,108.50062561035156,298800
2022-12-08,112.62000274658203,113.19999694824219,112.13999938964844,112.9800033569336,109.28413391113281,276200
2022-12-09,112.80999755859375,113.48999786376953,112.3499984741211,112.4000015258789,108.72310638427734,408300
2022-12-12,112.62000274658203,113.58000183105469,112.36000061035156,113.54000091552734,109.82581329345703,455800
2022-12-13,116.04000091552734,116.04000091552734,113.18000030517578,113.86000061035156,110.94540405273438,366800
2022-12-14,113.88999938964844,114.73999786376953,112.5,113.33000183105469,110.42897033691406,276500
2022-12-15,111.91999816894531,112.0,110.05000305175781,110.43000030517578,107.60321044921875,303100
2022-12-16,109.70999908447266,110.04000091552734,108.68000030517578,109.2699966430664,106.47289276123047,437000
2022-12-19,109.45999908447266,109.4800033569336,108.05999755859375,108.48999786376953,105.71286010742188,1266100
2022-12-20,108.2699966430664,109.20999908447266,108.13999938964844,108.76000213623047,105.97594451904297,308900
2022-12-21,109.47000122070312,110.55000305175781,109.36000061035156,110.26000213623047,107.43755340576172,613700
2022-12-22,109.52999877929688,109.55999755859375,107.41999816894531,108.88999938964844,106.10261535644531,490000
2022-12-23,108.63999938964844,109.44000244140625,108.23999786376953,109.44000244140625,106.63854217529297,266700
2022-12-27,109.52999877929688,109.93000030517578,108.73999786376953,109.18000030517578,106.38520050048828,572300
2022-12-28,109.30000305175781,109.61000061035156,107.86000061035156,107.87000274658203,105.10873413085938,316300
2022-12-29,108.87999725341797,109.97000122070312,108.69000244140625,109.73999786376953,106.93085479736328,463300
2022-12-30,108.94000244140625,109.30000305175781,108.38999938964844,109.25,106.45339965820312,369200
